Time,Left Eye Yaw,Right Eye Yaw,Left Pitch,Right Pitch
0.3733333, -0.3736725, 4.591339,-12.69083,-10.40722
0.4296279, -0.3738251, 4.59137,-12.6988,-10.41527
0.48446, -0.3676605, 4.604446,-12.68551,-10.37727
0.5402372, -0.368103, 4.604553,-12.6908,-10.38327
0.5955153, -0.1034698, 4.760117,-12.56364,-10.28972
0.6511359, -0.1035767, 4.760117,-12.56023,-10.28689
0.7067608, -0.1008606, 4.613495,-12.60464,-10.40714
0.7620384, -0.1007233, 4.613373,-12.61111,-10.41348
0.8220185, -0.2058563, 4.596527,-12.67187,-10.47734
0.8736173, -0.205719, 4.596603,-12.6783,-10.48345
0.9291328, -0.2480164, 4.711716,-12.72827,-10.28359
0.9846143, -0.2478333, 4.711685,-12.72041,-10.27604
1.044037, -0.03266907, 4.608887,-12.71784,-10.32619
1.10115, -0.03265381, 4.608978,-12.70555,-10.31444
1.156806, -0.2358398, 4.664139,-12.58918,-10.39099
1.212506, -0.2803192, 4.511703,-12.63371,-10.43779
1.267337, -0.2802124, 4.511566,-12.63873,-10.44247
1.323005, -0.02009583, 4.636261,-12.70392,-10.39068
1.378535, -0.02030945, 4.636246,-12.70445,-10.39137
1.434064, 0.02366638, 4.452835,-12.79621,-10.41939
1.489563, 0.02371216, 4.452774,-12.80432,-10.42686
1.545153, -0.02459717, 4.528885,-12.78402,-10.36711
1.600765, -0.02445984, 4.528763,-12.78141,-10.36433
1.656062, 0.03713989, 4.723282,-12.83226,-10.40094
1.711629, 0.03701782, 4.72319,-12.82959,-10.39821
1.767312, 0.08117676, 4.569336,-12.7856,-10.42614
1.822739, 0.0811615, 4.569382,-12.78454,-10.42479
1.878412, -0.1892395, 4.603745,-12.70596,-10.37352
1.93377, -0.1891479, 4.603668,-12.70892,-10.37707
1.989389, -0.2898407, 4.620331,-12.66795,-10.37181
2.044887, -0.2899017, 4.620438,-12.66137,-10.36553
2.100728, 0.09461975, 4.630203,-12.68697,-10.33533
2.156074, 0.09443665, 4.630219,-12.68493,-10.33396
2.211588, 0.007415771, 4.564865,-12.73215,-10.39715
2.26698, 0.007492065, 4.564926,-12.72824,-10.39339
2.322587, -0.08224487, 4.5755,-12.7184,-10.35373
2.378054, -0.08184814, 4.5755,-12.71549,-10.35019
2.433689, 0.1584625, 4.590591,-12.68108,-10.49673
2.489421, 0.1587982, 4.590637,-12.67559,-10.4911
2.54461, 0.1531677, 4.64032,-12.72673,-10.32525
2.600313, 0.1532288, 4.640396,-12.73099,-10.32981
2.656399, 0.1580353, 4.612396,-12.7252,-10.41422
2.711321, 0.1578217, 4.612488,-12.73082,-10.41921
2.766842, -0.1169586, 4.62587,-12.75068,-10.41197
2.822448, -0.1171722, 4.626068,-12.74836,-10.41045
2.877854, -0.1376495, 4.66716,-12.74495,-10.33588
2.933412, -0.1377563, 4.66716,-12.74394,-10.33481
2.989236, -0.162735, 4.654282,-12.64478,-10.41777
3.044664, 0.04501343, 4.669525,-12.67825,-10.38571
3.100072, 0.04536438, 4.669373,-12.68517,-10.39118
3.155679, 0.1265869, 4.640533,-12.6984,-10.40911
3.21134, 0.126709, 4.640594,-12.69543,-10.40623
3.267352, 0.1243134, 4.622894,-12.72186,-10.37215
3.322286, 0.1242523, 4.62294,-12.72608,-10.37611
3.37781, -0.03596497, 4.603607,-12.67053,-10.4574
3.433278, -0.03591919, 4.6035,-12.67204,-10.45911
3.488988, -0.03266907, 4.624176,-12.70069,-10.34274
3.54436, -0.032547, 4.62413,-12.69599,-10.33839
3.59987, 0.1014252, 4.600739,-12.69899,-10.3774
3.655568, 0.1015167, 4.600601,-12.70043,-10.37793
3.710981, 0.2045593, 4.595352,-12.75901,-10.29882
3.766486, 0.2048492, 4.595245,-12.75131,-10.2908
3.822188, 0.161026, 4.742859,-12.75709,-10.48802
3.877633, 0.1611023, 4.742996,-12.74951,-10.48043
3.933193, 0.1894073, 4.592117,-12.69933,-10.4778
3.988786, 0.1896667, 4.591949,-12.69759,-10.47536
4.044378, 0.1757202, 4.623413,-12.8431,-10.38112
4.099782, 0.1759796, 4.62326,-12.8427,-10.38059
4.156077, -0.05728149, 4.625351,-12.75978,-10.37126
4.210875, -0.05741882, 4.625534,-12.73779,-10.35052
4.26636, 0.0244751, 4.627884,-12.70544,-10.41736
4.321774, 0.02464294, 4.627731,-12.70216,-10.41367
4.377449, -0.003143311, 4.612061,-12.78959,-10.44747
4.433453, 0.2013702, 4.60585,-12.81366,-10.40855
4.488434, 0.2014465, 4.605972,-12.80923,-10.4029
