Time,Left Eye Yaw,Right Eye Yaw,Left Pitch,Right Pitch
0.04, -145, -145,NaN,NaN
0.3733333, -1.558075, 4.482468,-19.57694,-17.55116
0.4024621, -1.558075, 4.482468,-19.57694,-17.55116
0.42957, -1.558075, 4.482468,-19.57694,-17.55116
0.4635368, -1.558075, 4.482468,-19.57694,-17.55116
0.4958654, -1.317352, 4.592316,-19.63446,-17.4404
0.5293812, -1.317352, 4.592316,-19.63446,-17.4404
0.562759, -1.317352, 4.592316,-19.63446,-17.4404
0.5958697, -1.341934, 4.537704,-19.70033,-17.47239
0.6292766, -1.341934, 4.537704,-19.70033,-17.47239
0.6670476, -1.341934, 4.537704,-19.70033,-17.47239
0.6962661, -1.284454, 4.499557,-19.55465,-17.41066
0.7295489, -1.284454, 4.499557,-19.55465,-17.41066
0.7628272, -1.284454, 4.499557,-19.55465,-17.41066
0.7961241, -1.471161, 4.593979,-19.53689,-17.47298
0.8301825, -1.471161, 4.593979,-19.53689,-17.47298
0.8633134, -1.471161, 4.593979,-19.53689,-17.47298
0.8961357, -1.305832, 4.584473,-19.50949,-17.47826
0.9295349, -1.305832, 4.584473,-19.50949,-17.47826
0.9631145, -1.305832, 4.584473,-19.50949,-17.47826
0.9961007, -1.305832, 4.584473,-19.50949,-17.47826
1.03086, -1.251144, 4.591064,-19.45685,-17.41741
1.066864, -1.251144, 4.591064,-19.45685,-17.41741
1.101149, -1.251144, 4.591064,-19.45685,-17.41741
1.134582, -1.341644, 4.458084,-19.69107,-17.52623
1.167802, -1.341644, 4.458084,-19.69107,-17.52623
1.201075, -1.341644, 4.458084,-19.69107,-17.52623
1.234391, -1.253281, 4.580948,-19.62589,-17.45853
1.267853, -1.253281, 4.580948,-19.62589,-17.45853
1.301024, -1.253281, 4.580948,-19.62589,-17.45853
1.334487, -1.410095, 4.540573,-19.68524,-17.4971
1.367853, -1.410095, 4.540573,-19.68524,-17.4971
1.40117, -1.410095, 4.540573,-19.68524,-17.4971
1.434417, -1.410095, 4.540573,-19.68524,-17.4971
1.467746, -1.461868, 4.449356,-19.6362,-17.51407
1.500977, -1.461868, 4.449356,-19.6362,-17.51407
1.53438, -1.461868, 4.449356,-19.6362,-17.51407
1.567634, -1.344254, 4.641434,-19.6187,-17.40158
1.60109, -1.344254, 4.641434,-19.6187,-17.40158
1.634406, -1.344254, 4.641434,-19.6187,-17.40158
1.667739, -1.302689, 4.5923,-19.61459,-17.48683
1.700977, -1.302689, 4.5923,-19.61459,-17.48683
1.734922, -1.302689, 4.5923,-19.61459,-17.48683
1.767609, -1.32016, 4.605499,-19.60979,-17.51115
1.800879, -1.32016, 4.605499,-19.60979,-17.51115
1.834342, -1.32016, 4.605499,-19.60979,-17.51115
1.867662, -1.193649, 4.587585,-19.6084,-17.40298
1.900955, -1.193649, 4.587585,-19.6084,-17.40298
1.934223, -1.193649, 4.587585,-19.6084,-17.40298
1.967535, -1.193649, 4.587585,-19.6084,-17.40298
2.000924, -0.8890381, 4.481277,-19.64332,-17.4262
2.034162, -0.8890381, 4.481277,-19.64332,-17.4262
2.067591, -0.8890381, 4.481277,-19.64332,-17.4262
2.100894, -1.240005, 4.558929,-19.66704,-17.42309
2.134238, -1.240005, 4.558929,-19.66704,-17.42309
2.167568, -1.240005, 4.558929,-19.66704,-17.42309
2.200741, -1.24942, 4.456512,-19.7381,-17.41934
2.234206, -1.24942, 4.456512,-19.7381,-17.41934
2.267465, -1.24942, 4.456512,-19.7381,-17.41934
2.301211, -1.014313, 4.581833,-19.68211,-17.41782
2.334115, -1.014313, 4.581833,-19.68211,-17.41782
2.367419, -1.014313, 4.581833,-19.68211,-17.41782
2.400806, -1.014313, 4.581833,-19.68211,-17.41782
2.434073, -0.8778381, 4.603729,-19.63406,-17.52701
2.467416, -0.8778381, 4.603729,-19.63406,-17.52701
2.50067, -0.8778381, 4.603729,-19.63406,-17.52701
2.534682, -1.180634, 4.545013,-19.62314,-17.55775
2.567477, -1.180634, 4.545013,-19.62314,-17.55775
2.600755, -1.180634, 4.545013,-19.62314,-17.55775
2.634007, -1.180389, 4.548126,-19.61149,-17.57951
2.66732, -1.180389, 4.548126,-19.61149,-17.57951
2.700662, -1.180389, 4.548126,-19.61149,-17.57951
2.734056, -1.337814, 4.549316,-19.70995,-17.54258
2.767443, -1.337814, 4.549316,-19.70995,-17.54258
2.800652, -1.337814, 4.549316,-19.70995,-17.54258
2.834048, -1.337814, 4.549316,-19.70995,-17.54258
2.867399, -1.193817, 4.521149,-19.47427,-17.59439
2.900611, -1.193817, 4.521149,-19.47427,-17.59439
2.933877, -1.193817, 4.521149,-19.47427,-17.59439
2.967379, -1.21254, 4.560455,-19.60635,-17.47279
3.000564, -1.21254, 4.560455,-19.60635,-17.47279
3.034179, -1.21254, 4.560455,-19.60635,-17.47279
3.068081, -0.8448486, 4.563324,-19.64126,-17.536
3.100597, -0.8448486, 4.563324,-19.64126,-17.536
3.133817, -0.8448486, 4.563324,-19.64126,-17.536
3.167173, -0.8448486, 4.563324,-19.64126,-17.536
3.200478, -1.340347, 4.579071,-19.665,-17.68834
3.233896, -1.340347, 4.579071,-19.665,-17.68834
3.26757, -1.340347, 4.579071,-19.665,-17.68834
3.300613, -1.273956, 4.579437,-19.55603,-17.57681
3.333789, -1.273956, 4.579437,-19.55603,-17.57681
3.367866, -1.273956, 4.579437,-19.55603,-17.57681
