Time,Left Eye Yaw,Right Eye Yaw,Left Pitch,Right Pitch
0.02, -145, -145,NaN,NaN
0.04, -145, -145,NaN,NaN
0.3733333, -4.278412, 2.864044,-20.26873,-15.43387
0.3858994, -4.278412, 2.864044,-20.26873,-15.43387
0.3947506, -4.278412, 2.864044,-20.26873,-15.43387
0.4019949, -4.278412, 2.864044,-20.26873,-15.43387
0.4101191, -4.278412, 2.864044,-20.26873,-15.43387
0.4209915, -4.278412, 2.864044,-20.26873,-15.43387
0.4309836, -4.278412, 2.864044,-20.26873,-15.43387
0.442142, -4.278412, 2.864044,-20.26873,-15.43387
0.4531345, -4.278412, 2.864044,-20.26873,-15.43387
0.464551, -4.278412, 2.864044,-20.26873,-15.43387
0.4756386, -4.224213, 2.675583,-20.30876,-15.5088
0.4866027, -4.224213, 2.675583,-20.30876,-15.5088
0.4986988, -4.224213, 2.675583,-20.30876,-15.5088
0.5099781, -4.224213, 2.675583,-20.30876,-15.5088
0.5202787, -4.224213, 2.675583,-20.30876,-15.5088
0.5312767, -4.224213, 2.675583,-20.30876,-15.5088
0.542047, -4.224213, 2.675583,-20.30876,-15.5088
0.5534562, -4.224213, 2.675583,-20.30876,-15.5088
0.5645764, -4.224213, 2.675583,-20.30876,-15.5088
0.5754356, -4.224213, 2.675583,-20.30876,-15.5088
0.5867791, -4.426895, 2.832077,-20.39955,-15.43944
0.5976022, -4.426895, 2.832077,-20.39955,-15.43944
0.6087906, -4.426895, 2.832077,-20.39955,-15.43944
0.6202372, -4.426895, 2.832077,-20.39955,-15.43944
0.6309248, -4.426895, 2.832077,-20.39955,-15.43944
0.6701667, -4.426895, 2.832077,-20.39955,-15.43944
0.677326, -4.426895, 2.832077,-20.39955,-15.43944
0.6868518, -4.28418, 2.739258,-20.46906,-15.60771
0.6981651, -4.28418, 2.739258,-20.46906,-15.60771
0.7091102, -4.28418, 2.739258,-20.46906,-15.60771
0.7203372, -4.28418, 2.739258,-20.46906,-15.60771
0.7313966, -4.28418, 2.739258,-20.46906,-15.60771
0.7424507, -4.28418, 2.739258,-20.46906,-15.60771
0.7536105, -4.28418, 2.739258,-20.46906,-15.60771
0.7647982, -4.28418, 2.739258,-20.46906,-15.60771
0.7758477, -4.28418, 2.739258,-20.46906,-15.60771
0.7868884, -4.201355, 2.75441,-20.29347,-15.57132
