Time,Left Eye Yaw,Right Eye Yaw,Left Pitch,Right Pitch
0.02, -145, -145,NaN,NaN
0.04, -145, -145,NaN,NaN
0.3733333, -4.481033, 2.79924,-20.21136,-15.49442
0.3872892, -4.481033, 2.79924,-20.21136,-15.49442
0.3974104, -4.481033, 2.79924,-20.21136,-15.49442
0.4086512, -4.481033, 2.79924,-20.21136,-15.49442
0.4218718, -4.481033, 2.79924,-20.21136,-15.49442
0.4306601, -4.481033, 2.79924,-20.21136,-15.49442
0.4418177, -4.481033, 2.79924,-20.21136,-15.49442
0.4533414, -4.481033, 2.79924,-20.21136,-15.49442
0.4643892, -4.481033, 2.79924,-20.21136,-15.49442
0.4752142, -4.41423, 2.896301,-20.2948,-15.48961
0.4871383, -4.41423, 2.896301,-20.2948,-15.48961
0.4973694, -4.41423, 2.896301,-20.2948,-15.48961
0.508404, -4.41423, 2.896301,-20.2948,-15.48961
0.519704, -4.41423, 2.896301,-20.2948,-15.48961
0.5308138, -4.41423, 2.896301,-20.2948,-15.48961
0.5420986, -4.41423, 2.896301,-20.2948,-15.48961
0.5532042, -4.41423, 2.896301,-20.2948,-15.48961
0.5643926, -4.41423, 2.896301,-20.2948,-15.48961
0.5751929, -4.41423, 2.896301,-20.2948,-15.48961
0.5864421, -4.277161, 2.865295,-20.21422,-15.46301
0.597424, -4.277161, 2.865295,-20.21422,-15.46301
0.608528, -4.277161, 2.865295,-20.21422,-15.46301
0.6196582, -4.277161, 2.865295,-20.21422,-15.46301
0.6305307, -4.277161, 2.865295,-20.21422,-15.46301
0.6703799, -4.277161, 2.865295,-20.21422,-15.46301
0.6783155, -4.277161, 2.865295,-20.21422,-15.46301
0.6866224, -4.499435, 2.91716,-20.47038,-15.48573
0.6977876, -4.499435, 2.91716,-20.47038,-15.48573
0.7088348, -4.499435, 2.91716,-20.47038,-15.48573
0.7202609, -4.499435, 2.91716,-20.47038,-15.48573
0.7310188, -4.499435, 2.91716,-20.47038,-15.48573
0.7421504, -4.499435, 2.91716,-20.47038,-15.48573
0.7532886, -4.499435, 2.91716,-20.47038,-15.48573
0.7646846, -4.499435, 2.91716,-20.47038,-15.48573
0.7754203, -4.499435, 2.91716,-20.47038,-15.48573
0.7867015, -4.380814, 2.909897,-20.38221,-15.56477
0.7977607, -4.380814, 2.909897,-20.38221,-15.56477
